frame_num,x,y,z
26,1200,700,0
27,1198.325757,688.8617989,0.389284404
28,1196.717072,677.9383946,0.776474305
29,1195.172478,667.2301841,1.159475201
30,1193.690509,656.7375644,1.536192591
31,1192.269701,646.4609327,1.904531971
32,1190.908586,636.4006859,2.26239884
33,1189.605699,626.5572211,2.607698695
34,1188.359575,616.9309354,2.938337034
35,1187.168748,607.5222257,3.252219355
36,1186.031751,598.3314893,3.547251154
37,1184.947119,589.3591231,3.821337931
38,1183.913386,580.6055241,4.072385182
39,1182.929087,572.0710894,4.298298405
40,1181.992755,563.7562162,4.496983099
41,1181.102925,555.6613013,4.66634476
42,1180.258131,547.7867419,4.804288886
43,1179.456908,540.132935,4.908720976
44,1178.697789,532.7002777,4.977546526
45,1177.979308,525.489167,5.008671035
46,1177.3,518.5,5
47,1176.658399,511.7331737,4.950596129
48,1176.05304,505.1890852,4.86415097
49,1175.482455,498.8681315,4.745513281
50,1174.945181,492.7707097,4.599531821
51,1174.43975,486.8972168,4.431055347
52,1173.964697,481.2480499,4.244932619
53,1173.518557,475.823606,4.046012394
54,1173.099863,470.6242822,3.839143431
55,1172.707149,465.6504756,3.629174487
56,1172.338951,460.9025831,3.420954322
57,1171.993801,456.3810019,3.219331693
58,1171.670235,452.0861289,3.029155358
59,1171.366786,448.0183613,2.855274077
60,1171.081988,444.178096,2.702536606
61,1170.814377,440.5657303,2.575791705
62,1170.562486,437.1816609,2.479888131
63,1170.324849,434.0262852,2.419674644
64,1170.1,431.1,2.4
65,1169.887103,428.3922298,2.423564111
66,1169.687837,425.8485087,2.484471496
67,1169.504509,423.4033978,2.574677827
68,1169.339429,420.9914586,2.686138775
69,1169.194904,418.5472523,2.810810013
70,1169.073242,416.0053404,2.940647211
71,1168.976752,413.3002841,3.067606042
72,1168.907741,410.3666448,3.183642178
73,1168.868518,407.1389837,3.28071129
74,1168.86139,403.5518624,3.350769049
75,1168.888666,399.539842,3.385771128
76,1168.952655,395.0374839,3.377673199
77,1169.055663,389.9793495,3.318430932
78,1169.2,384.3,3.2
79,1169.377699,377.976137,3.017949801
80,1169.539694,371.1530223,2.78230464
81,1169.626647,364.0180579,2.506702547
82,1169.579218,356.758646,2.204781554
83,1169.338067,349.5621885,1.890179691
84,1168.843855,342.6160874,1.57653499
85,1168.037243,336.1077449,1.277485482
86,1166.858891,330.2245628,1.006669198
87,1165.249459,325.1539433,0.777724169
88,1163.149609,321.0832883,0.604288426
89,1160.5,318.2,0.5
90,1157.268459,316.6308023,0.473435282
91,1153.531476,316.2597072,0.512924103
92,1149.392706,316.9100489,0.601734652
93,1144.955805,318.4051614,0.723135121
94,1140.324428,320.5683787,0.8603937
95,1135.602231,323.2230348,0.996778579
96,1130.89287,326.1924639,1.115557949
97,1126.3,329.3,1.2
98,1121.908297,332.3975065,1.237223498
99,1117.72652,335.4509642,1.229749515
100,1113.744447,338.4548835,1.183949695
101,1109.951857,341.4037746,1.106195685
102,1106.33853,344.2921477,1.002859132
103,1102.894244,347.1145131,0.880311682
104,1099.608778,349.8653811,0.744924981
105,1096.471911,352.5392619,0.603070675
106,1093.473421,355.1306657,0.46112041
107,1090.603088,357.6341029,0.325445833
108,1087.850691,360.0440837,0.202418589
109,1085.206009,362.3551183,0.098410326
110,1082.658819,364.5617169,0.01979269
111,1080.198902,366.6583899,0.0092156
112,1077.816036,368.6396475,0
113,1075.5,370.5,0
114,1073.241847,372.2361998,0.083392193
115,1071.037725,373.8539682,0.204418417
116,1068.885057,375.3612689,0.34983549
117,1066.781265,376.7660654,0.506400232
118,1064.723772,378.0763212,0.660869463
119,1062.71,379.3,0.8
120,1060.737372,380.4450652,0.913020508
121,1058.803309,381.5194805,0.999047023
122,1056.905235,382.5312095,1.059667429
123,1055.040572,383.4882156,1.096469607
124,1053.206742,384.3984624,1.111041439
125,1051.401168,385.2699135,1.104970806
126,1049.621272,386.1105325,1.079845591
127,1047.864477,386.928283,1.037253675
128,1046.128205,387.7311284,0.978782941
129,1044.409879,388.5270324,0.90602127
130,1042.70692,389.3239585,0.820556544
131,1041.016752,390.1298703,0.723976645
132,1039.336797,390.9527313,0.617869454
133,1037.664477,391.8005052,0.503822855
134,1035.997215,392.6811554,0.383424728
135,1034.332433,393.6026456,0.258262955
136,1032.667554,394.5729393,0.129925418
137,1031,395.2,6.66E-16
